timestamp;sn;text
2017-01-31 21:42:54;rosenbergerlm;"RT @jessesingal: In some cases, these quietly heroic public servants may have literally saved lives

https://t.co/LHbfN9wff9 https://t.co/r…"
2017-01-31 20:23:08;rosenbergerlm;RT @jonfavs: Again, if this is true, Congress really needs to step in here. Extremely dangerous for the executive branch to refuse a judici…
2017-01-31 20:21:58;rosenbergerlm;RT @McFaul: Please fellow citizens and especially journalists, dont let this issue get forgotten in the swirl of everything else. https://t…
2017-01-31 20:19:59;rosenbergerlm;"RT @HillaryClinton: What I'm thinking about today:

Khizr Khan:
https://t.co/wrHK7IkBrG

And a vet who fought with those now excluded:
http…"
2017-01-31 20:19:47;rosenbergerlm;RT @AmbassadorRice: Long tradition of State officers airing dissenting views w/o retribution is necessary. Kill that and kill a professiona…
2017-01-31 08:49:23;rosenbergerlm;"RT @DavidCornDC: In Trump's world, people don't have honest policy disagreements. They ""betray"" him. That's an authoritarian impulse."
2017-01-31 08:48:12;rosenbergerlm;RT @KenGude: No one can have any confidence in independence of Trump DOJ anymore. We need a Special Counsel for Russia investigation.
2017-01-31 08:43:56;rosenbergerlm;RT @RNicholasBurns: In the State Department, we respect those officers who dissent.  It makes us stronger+ smarter The Washington Post http…
2017-01-31 08:43:35;rosenbergerlm;RT @matthewamiller: Don't forget Trump's campaign is under investigation. Dangerous precedent if he decides he can fire a prosecutor for ex…
2017-01-31 08:30:54;rosenbergerlm;THIS. IS. IMPORTANT. https://t.co/sXrY4g0Fp7
2017-01-31 08:26:28;rosenbergerlm;RT @julieplec: In case you didn't think I meant this, I'm donating a dollar to the @ACLU for every retweet. So get to it!! https://t.co/WRO…
2017-01-31 00:20:37;rosenbergerlm;Pathetic. Love small business, incl Taylor Gourmet, but not when bottom line overrules principles. Added to boycott… https://t.co/6nEeLkRGRt
2017-01-31 00:04:03;rosenbergerlm;RT @HoyerPress: ATTN @PressSec: Under State Dept rules employees have a right to express their own views-even if you disagree w them https:…
2017-01-31 00:02:47;rosenbergerlm;RT @SHeydemann: #DissentChannel memo signatories must remain in positions, make clear intent to whistleblower protections in event of retal…
2017-01-30 23:46:14;rosenbergerlm;This is what resistance looks like - Justice Department will not defend executive order on refugees @CNNPolitics https://t.co/y6DfgUpMh6
2017-01-30 23:42:57;rosenbergerlm;RT @tomperriello: Love is love -- even floating this EO is a cruel move. Signing it would hurt families and many federal workers in VA. We…
2017-01-30 23:26:17;rosenbergerlm;RT @chrislhayes: This is literally the reason we have civil service protections. https://t.co/hWIyO5rzFL
